Column1,title,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,star_power,first_genre
963,Snow White and the Huntsman,189324912,18.751554000000002,2012,441683885,127,5.8,3183,1,Action & Adventure
964,Transformers: Age of Extinction,226856780,18.495599,2014,1179012603,165,5.8,3136,1,Action & Adventure
965,Resident Evil: Afterlife,70343878,0.452934,2010,351986799,97,5.8,1382,1,Action & Adventure
966,London Has Fallen,63925000,15.037993,2016,219214217,99,5.8,1656,1,Action & Adventure
967,Journey to the Center of the Earth,53444031,10.419974,2008,120785957,93,5.8,1353,2,Action & Adventure
968,Grown Ups 2,87793991,9.411725,2013,271046694,100,5.8,1180,1,Comedy
969,Snitch,38409871,13.542675,2013,47112957,112,5.8,1155,1,Action & Adventure
970,Teenage Mutant Ninja Turtles,135033798,22.337973,2014,515505027,101,5.8,2677,1,Action & Adventure
971,Cars 2,227389951,13.693001999999998,2011,636524044,106,5.8,2088,1,Action & Adventure
972,Die Another Day,198988326,12.996474000000001,2002,613980068,133,5.8,1112,1,Action & Adventure
973,Carrie,32922746,18.399055,2013,90421542,100,5.8,1505,2,Horror
974,Terminator Genisys,167229957,30.188198,2015,475368457,126,5.8,3677,1,Action & Adventure
975,Twilight,43942870,31.282028999999998,2008,466289229,122,5.8,3688,2,Mystery & Suspense
976,Shark Tale,101521969,17.999273000000002,2004,497153109,90,5.8,1612,1,Action & Adventure
977,The Golden Compass,222026049,11.481378999999999,2007,459143534,113,5.8,1347,1,Action & Adventure
978,The Great Wall,159812500,15.884744,2016,353672632,103,5.8,1465,1,Action & Adventure
979,The Monuments Men,75618926,11.132411,2014,167424663,118,5.8,1545,1,Action & Adventure
980,Total Recall,139209494,16.42635,2012,221401090,121,5.8,2540,2,Action & Adventure
981,The Twilight Saga: Breaking Dawn - Part 1,125064473,25.9725,2011,809703617,117,5.8,2622,0,None
982,xXx,99494163,12.722381,2002,394349923,124,5.8,1454,0,Action & Adventure
983,Blade: Trinity,87985706,18.860681,2004,174489688,123,5.7,1276,1,Action & Adventure
984,Inferno,79906250,18.311054000000002,2016,234414316,121,5.7,2316,1,Horror
985,Dirty Grandpa,12252291,16.290585999999998,2016,100226971,102,5.7,1429,1,Comedy
986,The League of Extraordinary Gentlemen,108394565,10.488764999999999,2003,249120177,110,5.7,1181,1,Action & Adventure
987,Parker,38409871,13.963892000000001,2013,50719292,118,5.7,1467,1,Mystery & Suspense
988,Dark Shadows,167051393,10.665859,2012,273437682,113,5.7,2383,1,Drama
989,Alien: Covenant,101195022,72.884078,2017,242430143,122,5.7,2677,1,Action & Adventure
990,The Last Witch Hunter,97101265,13.412445000000002,2015,158530666,106,5.7,1345,1,Action & Adventure
991,Bee Movie,185021707,8.774374,2007,354741598,91,5.7,1208,0,Animation
992,"Hail, Caesar!",23439166,11.241366000000001,2016,67811273,106,5.7,1338,1,Comedy
993,RoboCop,129632446,10.246549,2014,262169701,102,5.7,2385,0,Action & Adventure
994,Lara Croft: Tomb Raider,166038961,15.851722,2001,396621366,100,5.7,2235,0,None
995,Jurassic Park III,134274985,0.648867,2001,532452020,92,5.7,2109,0,Action & Adventure
996,Batman v Superman: Dawn of Justice,266354166,31.435878999999996,2016,930385965,151,5.7,7189,1,Action & Adventure
997,Valentine's Day,60964695,7.466721000000001,2010,253807344,125,5.7,1043,1,Comedy
998,Hansel & Gretel: Witch Hunters,54871244,10.337211,2013,246704929,88,5.7,3290,0,None
999,Oz: The Great and Powerful,219484978,11.137329,2013,539788788,130,5.7,3576,0,None
1000,Indiana Jones and the Kingdom of the Crystal Skull,219714352,12.577266,2008,934244466,122,5.7,2558,1,Action & Adventure
1001,Exodus: Gods and Kings,151237853,16.320249,2014,289546845,150,5.6,1957,1,Classics
1002,Ice Age: Collision Course,111868750,20.151037,2016,435306916,100,5.6,1170,0,Animation
1003,Resident Evil: Retribution,72388937,0.948759,2012,267459588,95,5.6,1618,0,Action & Adventure
1004,Into the Woods,54013519,9.580785,2014,229992127,125,5.6,1688,1,Kids & Family
1005,The 5th Wave,40485833,10.788263,2016,117096080,112,5.6,1993,1,Action & Adventure
1006,Charlie's Angels,136610917,9.774985000000001,2000,392170661,98,5.6,1253,1,Action & Adventure
1007,AVP: Alien vs. Predator,94753838,12.636205,2004,231718971,101,5.6,1241,0,None
1008,Pixels,94943459,21.14796,2015,262860777,105,5.6,2564,1,Animation
1009,Clash of the Titans,146549747,11.972347000000001,2010,272832414,106,5.6,2280,1,Action & Adventure
1010,Planet of the Apes,144381705,17.319836,2001,522967486,119,5.6,1270,2,Classics
1011,The Twilight Saga: New Moon,59603729,30.121291999999997,2009,846167282,130,5.6,2518,1,Horror
1012,2012,238414918,16.698628,2009,917484495,158,5.6,4994,1,Action & Adventure
1013,Hercules,108027038,19.606895,2014,262937811,99,5.6,1707,1,Animation
1014,G.I. Joe: The Rise of Cobra,208613053,11.787058,2009,360565630,118,5.6,1988,0,Action & Adventure
1015,Sausage Party,20242916,17.56963,2016,149909795,83,5.6,2310,1,Animation
1016,Identity Thief,38409871,7.321172,2013,190913532,111,5.6,1667,1,Comedy
1017,Neighbors 2: Sorority Rising,37289583,9.914008,2016,115873140,91,5.6,1490,1,Comedy
1018,Beautiful Creatures,65845493,20.485203,2013,65902711,124,5.6,1017,0,Comedy
1019,Battle: Los Angeles,79586482,6.7537460000000005,2011,230194528,116,5.5,1462,1,Action & Adventure
1020,The Smurfs,125064473,10.219758,2011,640954654,103,5.5,1201,1,Action & Adventure
1021,Mirror Mirror,94662456,14.170182999999998,2012,203823327,106,5.5,1148,1,Science Fiction & Fantasy
1022,You Don't Mess with the Zohan,106888063,13.116461,2008,239424876,113,5.5,1068,0,Comedy
1023,Jack the Giant Slayer,213997854,11.606061,2013,216947296,114,5.5,2634,1,Action & Adventure
1024,Wrath of the Titans,167051393,7.739903999999999,2012,335216463,99,5.5,1459,1,Action & Adventure
1025,The Green Hornet,136433970,7.888013000000001,2011,259016764,119,5.5,1274,1,Action & Adventure
1026,xXx: Return of Xander Cage,88676050,17.918269,2017,361117732,107,5.5,1497,1,Action & Adventure
1027,Abraham Lincoln: Vampire Hunter,76843641,7.922636,2012,125026986,94,5.5,1297,0,Action & Adventure
1028,Annabelle,7021757,23.242452,2014,275764740,99,5.5,1588,0,Horror
1029,Fantastic Four,130926779,19.382082,2005,432817379,106,5.5,3040,2,Action & Adventure
1030,Battleship,232758275,13.106966,2012,337472197,131,5.5,2141,1,Action & Adventure
1031,Little Fockers,117239798,9.739410000000001,2010,364206119,98,5.5,1092,1,Comedy
1032,Unfriended,1078902,10.07817,2015,67843672,82,5.5,1092,0,Horror
1033,Alvin and the Chipmunks,74008683,11.805233,2007,445737810,92,5.5,1212,0,Animation
1034,Lara Croft Tomb Raider: The Cradle of Life,132019021,13.076349,2003,217491454,117,5.5,1443,0,None
1035,Hitman: Agent 47,37761603,10.721799,2015,88434923,96,5.5,1183,0,Action & Adventure
1036,Noah,135033798,14.924487,2014,391746522,139,5.5,2408,1,Classics
1037,The Legend of Tarzan,191775000,45.382979999999996,2016,380080002,109,5.5,2488,1,Action & Adventure
1038,G.I. Joe: Retaliation,142665236,10.560608,2013,408106284,110,5.4,3045,1,Action & Adventure
1039,The Mummy,130405956,33.704935,2017,425413455,110,5.4,2122,3,Classics
1040,Assassin's Creed,133177083,27.54107,2016,256443507,115,5.4,2776,1,Action & Adventure
1042,The Circle,18778457,88.439243,2017,21384327,110,5.4,1015,1,Drama
1043,Scary Movie 2,64971767,10.869056,2001,203896823,83,5.4,1019,1,Comedy
1044,Dumb and Dumber To,43210815,15.402597,2014,183469892,110,5.4,1140,1,Comedy
1045,Fantastic 4: Rise of the Silver Surfer,160352146,12.924254,2007,356534071,92,5.4,2648,0,None
1046,R.I.P.D.,142665236,9.369679,2013,67654598,96,5.4,1280,1,Action & Adventure
1047,Bad Teacher,22738995,7.3106860000000005,2011,245805685,92,5.4,1634,1,Comedy
1048,Mortdecai,64734177,10.241861,2015,32818674,106,5.4,1078,1,Action & Adventure
1049,Cowboys & Aliens,185322810,10.958669,2011,198764199,119,5.4,2054,1,Action & Adventure
1050,Jack Reacher: Never Go Back,63925000,15.605620000000002,2016,172753131,118,5.3,1843,1,Action & Adventure
1051,Evan Almighty,215858658,9.156877,2007,213391702,96,5.3,1194,1,Comedy
1052,Ghostbusters,153420000,17.162744,2016,244137575,116,5.3,2203,1,Action & Adventure
1053,Hulk,190385326,15.422638000000001,2003,340971058,138,5.3,1571,1,Action & Adventure
1054,The Bling Ring,16461373,7.913028999999999,2013,21011002,90,5.3,1205,1,Drama
1055,Mechanic: Resurrection,42616666,14.288576999999998,2016,133954448,99,5.3,1236,1,Action & Adventure
1056,Godzilla,203932515,11.295121,1998,594564140,139,5.3,1075,2,Action & Adventure
1057,Ghost Rider,135682585,11.902353999999999,2007,282143787,114,5.2,1754,1,Action & Adventure
1058,The Mummy: Tomb of the Dragon Emperor,172208546,14.250226999999999,2008,476398481,112,5.2,1418,1,Action & Adventure
1059,Sex Tape,43210815,27.470696000000004,2014,136189156,97,5.2,1733,1,Comedy
1060,A Good Day to Die Hard,100963090,12.471865,2013,334335082,98,5.2,3519,0,Action & Adventure
1061,Jupiter Ascending,189886923,21.463465,2015,198504897,124,5.2,2816,1,Action & Adventure
1062,Pompeii,140435149,12.204174,2014,127290021,105,5.2,1294,1,Action & Adventure
1063,Gods of Egypt,149158333,13.337707,2016,160537903,127,5.2,1303,0,Action & Adventure
1064,Fifty Shades of Grey,43156118,33.068431,2015,616060198,125,5.2,3350,0,Romance
1065,The Day the Earth Stood Still,95011611,9.265322,2008,276832790,104,5.2,1057,1,Classics
1066,Batman Forever,167782152,13.321354000000001,1995,564635840,121,5.2,1529,1,Action & Adventure
1067,Underworld: Blood Wars,37289583,20.02976,2016,86398167,91,5.2,1619,1,Action & Adventure
1068,Wild Wild West,260918367,9.887602000000001,1999,340889357,106,5.1,1042,1,Action & Adventure
1069,Green Lantern,227389951,13.985631,2011,249959736,114,5.1,2551,1,Action & Adventure
1070,Daredevil,108394565,11.415558,2003,249001379,103,5.0,1551,1,Action & Adventure
1071,After Earth,142665236,10.747641999999999,2013,267599517,100,5.0,2579,1,Action & Adventure
1072,Spring Breakers,5487124,14.830235,2013,34815018,94,5.0,1580,1,Action & Adventure
1073,Ouija,5401351,13.288564000000001,2014,111905501,89,4.9,1006,0,Action & Adventure
1074,Independence Day: Resurgence,175793750,16.993841,2016,415173628,120,4.9,2550,1,Action & Adventure
1075,Rings,26081191,24.535733,2017,86673943,102,4.8,1075,0,Drama
1076,The Last Airbender,175859697,9.544657,2010,373412184,103,4.7,1180,0,Action & Adventure
1077,Ghost Rider: Spirit of Vengeance,64806136,9.421301,2011,169652635,95,4.7,1163,1,Action & Adventure
1078,Fantastic Four,129468354,17.246484,2015,181231524,100,4.4,2322,2,Action & Adventure
1079,Batman & Robin,199143302,17.038823999999998,1997,379498823,125,4.2,1447,1,Action & Adventure
1080,The Boy Next Door,4315611,10.200398,2015,56562409,91,4.1,1034,1,Mystery & Suspense
