,title,budget,popularity,release_year,revenue,runtime,vote_average,vote_count
910,Under the Skin,"14,367,596.11",6.707974,2014,"5,812,125.82",108,6.0,1118
911,The Tourist,"117,239,798.26",12.845045,2010,"326,784,094.70",103,6.0,1744
912,Van Helsing,"216,580,201.16",12.643312,2004,"406,436,402.10",132,6.0,1674
913,The Bourne Legacy,"144,777,874.56",14.89499,2012,"308,012,631.74",120,6.0,2683
914,Mama,"16,461,373.39",16.018525,2013,"160,770,300.62",100,6.0,1452
915,Robots,"98,195,084.49",12.949715,2005,"341,322,178.01",91,6.0,1383
916,San Andreas,"118,679,324.89",20.547925,2015,"507,613,948.28",114,6.0,3017
917,Click,"104,639,136.90",9.796552,2006,"301,463,830.13",107,6.0,2167
918,Percy Jackson & the Olympians: The Lightning Thief,"111,377,808.34",9.785895,2010,"265,544,870.89",118,6.0,2079
919,Predators,"46,895,919.30",9.034929,2010,"148,013,853.66",107,6.0,1231
920,Get Smart,"95,011,611.70",11.35779,2008,"273,972,458.58",110,6.0,1072
921,Grown Ups,"93,791,838.61",23.981251,2010,"318,224,205.99",102,6.0,1746
922,American Pie 2,"43,314,511.58",10.25103,2001,"415,174,783.97",108,6.0,1375
923,Jobs,"13,169,098.71",14.294019,2013,"39,432,023.76",128,6.0,1183
924,Mission: Impossible II,"185,612,659.70",18.97178,2000,"811,332,395.17",123,5.9,1966
925,Jack Ryan: Shadow Recruit,"64,816,223.07",11.234862,2014,"54,606,703.25",105,5.9,1194
926,Sucker Punch,"93,229,879.95",13.779526999999998,2011,"102,089,563.19",110,5.9,1661
927,Allegiant,"117,195,833.33",18.386172,2016,"190,972,600.61",121,5.9,2064
928,The Secret Life of Pets,"79,906,250.00",11.01395,2016,"932,727,477.05",87,5.9,3536
929,How to Be Single,"40,485,833.33",8.898988000000001,2016,"119,692,651.14",110,5.9,1225
930,Knight and Day,"137,170,563.96",12.758942,2010,"307,086,708.88",109,5.9,1583
931,Suicide Squad,"186,447,916.67",42.965027,2016,"794,374,724.20",123,5.9,7717
932,I Am Number Four,"56,847,487.77",9.388376,2011,"164,281,087.73",109,5.9,1606
933,Surrogates,"95,365,967.37",16.211937,2009,"145,963,301.63",89,5.9,1219
934,Percy Jackson: Sea of Monsters,"98,768,240.34",10.338222,2013,"191,587,067.08",106,5.9,1685
935,Transcendence,"108,027,038.45",9.730176,2014,"111,310,258.85",119,5.9,2339
936,Paranormal Activity,"18,502.17",12.706424,2007,"238,500,135.36",86,5.9,1351
937,Date Night,"64,481,889.04",8.443736,2010,"178,513,865.73",97,5.9,1148
938,The Twilight Saga: Eclipse,"79,723,062.82",34.047399,2010,"818,909,846.07",124,5.9,2382
939,Terminator 3: Rise of the Machines,"277,934,782.61",20.818907,2003,"604,508,152.17",109,5.9,2177
940,Jason Bourne,"127,850,000.00",19.133256,2016,"442,664,552.12",123,5.9,2386
941,Spider-Man 3,"318,237,337.19",27.614265000000003,2007,"1,098,870,597.05",139,5.9,3687
942,Transporter 3,"35,629,354.39",9.296824,2008,"129,429,032.42",104,5.9,1110
943,Waterworld,"293,618,766.40",16.885184,1995,"443,311,016.10",135,5.9,1017
944,Alien: Resurrection,"111,520,249.22",15.57784,1997,"258,089,719.63",109,5.9,1388
945,Happy Feet,"126,835,317.46",15.088318,2006,"487,473,288.52",108,5.9,1457
946,Final Destination 2,"36,131,521.74",12.638573,2003,"125,663,216.08",90,5.9,1046
947,The Angry Birds Movie,"77,775,416.67",11.171927,2016,"372,660,954.77",97,5.9,1048
948,The Lone Ranger,"279,843,347.64",12.729104,2013,"97,988,969.90",149,5.9,2361
949,Trainwreck,"37,761,603.38",17.310647,2015,"151,904,996.92",125,5.9,1193
950,Resident Evil: The Final Chapter,"42,616,666.67",0.75571,2016,"332,668,497.78",107,5.9,1139
951,The Dictator,"72,388,937.28",7.446085000000001,2012,"199,770,673.29",83,5.9,1789
952,The Magnificent Seven,"95,887,500.00",13.809622000000001,2016,"172,981,727.60",132,5.9,2358
953,47 Ronin,"192,049,356.22",14.88937,2013,"165,669,977.93",119,5.9,1357
954,Knowing,"59,603,729.60",9.806904,2009,"185,303,658.57",121,5.9,1528
955,This Means War,"72,388,937.28",12.366641,2012,"174,818,790.18",103,5.9,1411
956,Terminator Salvation,"238,414,918.41",16.507496,2009,"442,680,477.18",115,5.9,2496
957,The Sorcerer's Apprentice,"175,859,697.39",12.533525,2010,"252,398,224.80",109,5.9,1526
958,Night at the Museum: Battle of the Smithsonian,"178,811,188.81",15.417181,2009,"492,453,369.09",105,5.9,2026
959,Jumper,"100,949,837.44",11.03897,2008,"263,931,789.41",88,5.9,1855
960,Ghost in the Shell,"114,757,241.94",68.726676,2017,"177,145,455.73",107,5.9,2547
961,Journey 2: The Mysterious Island,"87,980,400.70",9.46307,2012,"396,126,475.31",94,5.8,1050
962,The Boy,"10,654,166.67",17.028854,2016,"68,387,356.01",97,5.8,1133
963,Snow White and the Huntsman,"189,324,912.89",18.751554,2012,"441,683,885.02",127,5.8,3183
964,Transformers: Age of Extinction,"226,856,780.74",18.495599,2014,"1,179,012,603.73",165,5.8,3136
965,Resident Evil: Afterlife,"70,343,878.95",0.452934,2010,"351,986,799.99",97,5.8,1382
966,London Has Fallen,"63,925,000.00",15.037993,2016,"219,214,217.07",99,5.8,1656
967,Journey to the Center of the Earth,"53,444,031.58",10.419974,2008,"120,785,957.93",93,5.8,1353
968,Grown Ups 2,"87,793,991.42",9.411725,2013,"271,046,694.78",100,5.8,1180
969,Snitch,"38,409,871.24",13.542675,2013,"47,112,957.65",112,5.8,1155
970,Teenage Mutant Ninja Turtles,"135,033,798.06",22.337973,2014,"515,505,027.46",101,5.8,2677
971,Cars 2,"227,389,951.09",13.693001999999998,2011,"636,524,044.72",106,5.8,2088
972,Die Another Day,"198,988,326.85",12.996474,2002,"613,980,068.71",133,5.8,1112
973,Carrie,"32,922,746.78",18.399055,2013,"90,421,542.67",100,5.8,1505
974,Terminator Genisys,"167,229,957.81",30.188198,2015,"475,368,457.43",126,5.8,3677
975,Twilight,"43,942,870.41",31.282029,2008,"466,289,229.04",122,5.8,3688
976,Shark Tale,"101,521,969.30",17.999273000000006,2004,"497,153,109.36",90,5.8,1612
977,The Golden Compass,"222,026,049.20",11.481379,2007,"459,143,534.61",113,5.8,1347
978,The Great Wall,"159,812,500.00",15.884744,2016,"353,672,632.29",103,5.8,1465
979,The Monuments Men,"75,618,926.91",11.132411,2014,"167,424,663.07",118,5.8,1545
980,Total Recall,"139,209,494.77",16.42635,2012,"221,401,090.25",121,5.8,2540
981,The Twilight Saga: Breaking Dawn - Part 1,"125,064,473.10",25.9725,2011,"809,703,617.52",117,5.8,2622
982,xXx,"99,494,163.42",12.722381,2002,"394,349,923.72",124,5.8,1454
983,Blade: Trinity,"87,985,706.72",18.860681,2004,"174,489,688.12",123,5.7,1276
984,Inferno,"79,906,250.00",18.311054000000002,2016,"234,414,316.36",121,5.7,2316
985,Dirty Grandpa,"12,252,291.67",16.290585999999998,2016,"100,226,971.91",102,5.7,1429
986,The League of Extraordinary Gentlemen,"108,394,565.22",10.488765,2003,"249,120,177.52",110,5.7,1181
987,Parker,"38,409,871.24",13.963892,2013,"50,719,292.29",118,5.7,1467
988,Dark Shadows,"167,051,393.73",10.665859,2012,"273,437,682.92",113,5.7,2383
989,Alien: Covenant,"101,195,022.44",72.884078,2017,"242,430,143.35",122,5.7,2677
990,The Last Witch Hunter,"97,101,265.82",13.412445000000002,2015,"158,530,666.19",106,5.7,1345
991,Bee Movie,"185,021,707.67",8.774374,2007,"354,741,598.35",91,5.7,1208
992,"Hail, Caesar!","23,439,166.67",11.241366000000001,2016,"67,811,273.50",106,5.7,1338
993,RoboCop,"129,632,446.13",10.246549,2014,"262,169,701.52",102,5.7,2385
994,Lara Croft: Tomb Raider,"166,038,961.04",15.851722,2001,"396,621,366.67",100,5.7,2235
995,Jurassic Park III,"134,274,985.88",0.648867,2001,"532,452,020.67",92,5.7,2109
996,Batman v Superman: Dawn of Justice,"266,354,166.67",31.435879,2016,"930,385,965.02",151,5.7,7189
997,Valentine's Day,"60,964,695.09",7.4667210000000015,2010,"253,807,344.01",125,5.7,1043
998,Hansel & Gretel: Witch Hunters,"54,871,244.64",10.337211,2013,"246,704,929.43",88,5.7,3290
999,Oz: The Great and Powerful,"219,484,978.54",11.137329,2013,"539,788,788.51",130,5.7,3576
1000,Indiana Jones and the Kingdom of the Crystal Skull,"219,714,352.07",12.577266,2008,"934,244,466.50",122,5.7,2558
1001,Exodus: Gods and Kings,"151,237,853.82",16.320249,2014,"289,546,845.88",150,5.6,1957
1002,Ice Age: Collision Course,"111,868,750.00",20.151037,2016,"435,306,916.74",100,5.6,1170
1003,Resident Evil: Retribution,"72,388,937.28",0.948759,2012,"267,459,588.43",95,5.6,1618
1004,Into the Woods,"54,013,519.22",9.580785,2014,"229,992,127.25",125,5.6,1688
1005,The 5th Wave,"40,485,833.33",10.788263,2016,"117,096,080.50",112,5.6,1993
1006,Charlie's Angels,"136,610,917.54",9.774985,2000,"392,170,661.19",98,5.6,1253
1007,AVP: Alien vs. Predator,"94,753,838.01",12.636205,2004,"231,718,971.78",101,5.6,1241
1008,Pixels,"94,943,459.92",21.14796,2015,"262,860,777.08",105,5.6,2564
1009,Clash of the Titans,"146,549,747.82",11.972347,2010,"272,832,414.68",106,5.6,2280
1010,Planet of the Apes,"144,381,705.25",17.319836,2001,"522,967,486.83",119,5.6,1270
1011,The Twilight Saga: New Moon,"59,603,729.60",30.121292,2009,"846,167,282.21",130,5.6,2518
1012,2012,"238,414,918.41",16.698628,2009,"917,484,495.30",158,5.6,4994
1013,Hercules,"108,027,038.45",19.606895,2014,"262,937,811.58",99,5.6,1707
1014,G.I. Joe: The Rise of Cobra,"208,613,053.61",11.787058,2009,"360,565,630.06",118,5.6,1988
1015,Sausage Party,"20,242,916.67",17.56963,2016,"149,909,795.15",83,5.6,2310
1016,Identity Thief,"38,409,871.24",7.321172,2013,"190,913,532.43",111,5.6,1667
1017,Neighbors 2: Sorority Rising,"37,289,583.33",9.914008,2016,"115,873,140.92",91,5.6,1490
1018,Beautiful Creatures,"65,845,493.56",20.485203,2013,"65,902,711.10",124,5.6,1017
1019,Battle: Los Angeles,"79,586,482.88",6.7537460000000005,2011,"230,194,528.72",116,5.5,1462
1020,The Smurfs,"125,064,473.10",10.219758,2011,"640,954,654.92",103,5.5,1201
1021,Mirror Mirror,"94,662,456.45",14.170182999999998,2012,"203,823,327.85",106,5.5,1148
1022,You Don't Mess with the Zohan,"106,888,063.17",13.116461,2008,"239,424,876.71",113,5.5,1068
1023,Jack the Giant Slayer,"213,997,854.08",11.606061,2013,"216,947,296.51",114,5.5,2634
1024,Wrath of the Titans,"167,051,393.73",7.739903999999999,2012,"335,216,463.41",99,5.5,1459
1025,The Green Hornet,"136,433,970.65",7.888013000000001,2011,"259,016,764.40",119,5.5,1274
1026,xXx: Return of Xander Cage,"88,676,050.59",17.918269,2017,"361,117,732.15",107,5.5,1497
1027,Abraham Lincoln: Vampire Hunter,"76,843,641.11",7.922636,2012,"125,026,986.25",94,5.5,1297
1028,Annabelle,"7,021,757.50",23.242452,2014,"275,764,740.11",99,5.5,1588
1029,Fantastic Four,"130,926,779.31",19.382082,2005,"432,817,379.15",106,5.5,3040
1030,Battleship,"232,758,275.26",13.106966,2012,"337,472,197.36",131,5.5,2141
1031,Little Fockers,"117,239,798.26",9.73941,2010,"364,206,119.14",98,5.5,1092
1032,Unfriended,"1,078,902.95",10.07817,2015,"67,843,672.63",82,5.5,1092
1033,Alvin and the Chipmunks,"74,008,683.07",11.805233,2007,"445,737,810.22",92,5.5,1212
1034,Lara Croft Tomb Raider: The Cradle of Life,"132,019,021.74",13.076349,2003,"217,491,454.95",117,5.5,1443
1035,Hitman: Agent 47,"37,761,603.38",10.721799,2015,"88,434,923.90",96,5.5,1183
1036,Noah,"135,033,798.06",14.924487,2014,"391,746,522.37",139,5.5,2408
1037,The Legend of Tarzan,"191,775,000.00",45.382979999999996,2016,"380,080,002.91",109,5.5,2488
1038,G.I. Joe: Retaliation,"142,665,236.05",10.560608,2013,"408,106,284.48",110,5.4,3045
1039,The Mummy,"130,405,956.75",33.704935,2017,"425,413,455.42",110,5.4,2122
1040,Assassin's Creed,"133,177,083.33",27.54107,2016,"256,443,507.41",115,5.4,2776
1041,Superman Returns,"342,455,357.14",13.284712,2006,"496,029,071.40",154,5.4,1429
1042,The Circle,"18,778,457.77",88.439243,2017,"21,384,327.67",110,5.4,1015
1043,Scary Movie 2,"64,971,767.36",10.869056,2001,"203,896,823.06",83,5.4,1019
1044,Dumb and Dumber To,"43,210,815.38",15.402597,2014,"183,469,892.09",110,5.4,1140
1045,Fantastic 4: Rise of the Silver Surfer,"160,352,146.65",12.924254,2007,"356,534,071.39",92,5.4,2648
1046,R.I.P.D.,"142,665,236.05",9.369679,2013,"67,654,598.50",96,5.4,1280
1047,Bad Teacher,"22,738,995.11",7.310686,2011,"245,805,685.66",92,5.4,1634
1048,Mortdecai,"64,734,177.22",10.241861,2015,"32,818,674.23",106,5.4,1078
1049,Cowboys & Aliens,"185,322,810.14",10.958669,2011,"198,764,199.66",119,5.4,2054
1050,Jack Reacher: Never Go Back,"63,925,000.00",15.605620000000002,2016,"172,753,131.81",118,5.3,1843
1051,Evan Almighty,"215,858,658.95",9.156877,2007,"213,391,702.85",96,5.3,1194
1052,Ghostbusters,"153,420,000.00",17.162744,2016,"244,137,575.21",116,5.3,2203
1053,Hulk,"190,385,326.09",15.422638,2003,"340,971,058.35",138,5.3,1571
1054,The Bling Ring,"16,461,373.39",7.913028999999999,2013,"21,011,002.89",90,5.3,1205
1055,Mechanic: Resurrection,"42,616,666.67",14.288576999999998,2016,"133,954,448.62",99,5.3,1236
1056,Godzilla,"203,932,515.34",11.295121,1998,"594,564,140.96",139,5.3,1075
1057,Ghost Rider,"135,682,585.62",11.902354,2007,"282,143,787.22",114,5.2,1754
1058,The Mummy: Tomb of the Dragon Emperor,"172,208,546.21",14.250227,2008,"476,398,481.15",112,5.2,1418
1059,Sex Tape,"43,210,815.38",27.470696000000004,2014,"136,189,156.96",97,5.2,1733
1060,A Good Day to Die Hard,"100,963,090.13",12.471865,2013,"334,335,082.99",98,5.2,3519
1061,Jupiter Ascending,"189,886,923.07",21.463465,2015,"198,504,897.77",124,5.2,2816
1062,Pompeii,"140,435,149.98",12.204174,2014,"127,290,021.32",105,5.2,1294
1063,Gods of Egypt,"149,158,333.33",13.337707,2016,"160,537,903.85",127,5.2,1303
1064,Fifty Shades of Grey,"43,156,118.14",33.068431,2015,"616,060,198.02",125,5.2,3350
1065,The Day the Earth Stood Still,"95,011,611.70",9.265322,2008,"276,832,790.28",104,5.2,1057
1066,Batman Forever,"167,782,152.23",13.321354,1995,"564,635,840.69",121,5.2,1529
1067,Underworld: Blood Wars,"37,289,583.33",20.02976,2016,"86,398,167.23",91,5.2,1619
1068,Wild Wild West,"260,918,367.35",9.887602,1999,"340,889,357.33",106,5.1,1042
1069,Green Lantern,"227,389,951.09",13.985631,2011,"249,959,736.24",114,5.1,2551
1070,Daredevil,"108,394,565.22",11.415558,2003,"249,001,379.85",103,5.0,1551
1071,After Earth,"142,665,236.05",10.747642,2013,"267,599,517.48",100,5.0,2579
1072,Spring Breakers,"5,487,124.46",14.830235,2013,"34,815,018.96",94,5.0,1580
1073,Ouija,"5,401,351.92",13.288564,2014,"111,905,501.88",89,4.9,1006
1074,Independence Day: Resurgence,"175,793,750.00",16.993841,2016,"415,173,628.25",120,4.9,2550
1075,Rings,"26,081,191.35",24.535733,2017,"86,673,943.59",102,4.8,1075
1076,The Last Airbender,"175,859,697.39",9.544657,2010,"373,412,184.37",103,4.7,1180
1077,Ghost Rider: Spirit of Vengeance,"64,806,136.06",9.421301,2011,"169,652,635.28",95,4.7,1163
1078,Fantastic Four,"129,468,354.43",17.246484,2015,"181,231,524.46",100,4.4,2322
1079,Batman & Robin,"199,143,302.18",17.038823999999998,1997,"379,498,823.02",125,4.2,1447
1080,The Boy Next Door,"4,315,611.81",10.200398,2015,"56,562,409.80",91,4.1,1034
