,title,revenue
3290,Final Destination,53302314.0
3293,The Bear,138241022.0
3298,Thelma & Louise,45361000.0
3300,...And Justice for All,33300000.0
3301,Animal House,141000000.0
3304,Do the Right Thing,37295445.0
3305,Mo' Better Blues,16153593.0
3306,Jungle Fever,32482682.0
3307,Coogan's Bluff,3110000.0
3310,Death Wish,22000000.0
3311,Death Wish 2,45000000.0
3312,Death Wish 3,16945171.0
3314,Death Wish 5: The Face of Death,1702394.0
3315,Double Indemnity,2500000.0
3317,Cool as Ice,1193062.0
3318,Teenage Mutant Ninja Turtles,202000000.0
3319,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78000000.0
3320,Teenage Mutant Ninja Turtles III,42000000.0
3321,Red Dawn,38376497.0
3322,Band of the Hand,4865912.0
3324,Bloodsport,11806119.0
3325,Eyes of Laura Mars,20000000.0
3328,"Good Morning, Vietnam",123922370.0
3331,Guess Who's Coming to Dinner,56666667.0
3332,Romeo Must Die,91036760.0
3334,Whatever It Takes,9902115.0
3337,Waking the Dead,327418.0
3342,Modern Times,8500000.0
3346,Heart and Souls,16589540.0
3347,Hud,10000000.0
3348,The Hustler,7600000.0
3351,Close Encounters of the Third Kind,303788635.0
3356,Jacob's Ladder,25965144.0
3358,La Bamba,54215416.0
3359,Ladyhawke,18432000.0
3360,Lucas,8200000.0
3361,High Fidelity,47126295.0
3362,The Road to El Dorado,76432727.0
3363,The Skulls,35007180.0
3366,El Dorado,6000000.0
3368,Hook,300854823.0
3373,True Grit,14250000.0
3374,Roadside Prophets,157645.0
3377,Midnight Express,35000000.0
3378,Misery,61276872.0
3379,Mr. Saturday Night,13300000.0
3380,Murphy's Romance,30867525.0
3381,My Life,27484464.0
3383,Network,23689877.0
3384,No Way Out,35509515.0
3385,North Dallas Forty,26079312.0
3386,The Odd Couple,44527234.0
3387,The Outlaw Josey Wales,31800000.0
3388,Black and White,5241315.0
3389,Frequency,68106245.0
3390,Ready to Rumble,12372410.0
3391,Return to Me,36609995.0
3392,Rules of Engagement,71000000.0
3394,Me Myself I,369975.0
3398,Force 10 from Navarone,7230000.0
3403,Arthur,95461682.0
3404,Bachelor Party,38435947.0
3405,Parenthood,126297830.0
3406,Predator,98235548.0
3407,The Prince of Tides,74787599.0
3413,American Psycho,34266564.0
3414,Keeping the Faith,37036004.0
3416,East Is East,28200000.0
3419,Third World Cop,40717.0
3428,The Hunger,5979292.0
3429,Marathon Man,21709020.0
3430,Caddyshack,39846344.0
3431,Gossip,5108820.0
3432,Love & Basketball,27728118.0
3433,U-571,127666415.0
3434,The Virgin Suicides,10409377.0
3435,Jennifer Eight,11390479.0
3442,The Flintstones in Viva Rock Vegas,59468275.0
3443,Where the Heart Is,33771174.0
3444,The Big Kahuna,3728888.0
3450,Carnosaur,1753979.0
3455,Two Moon Junction,1547397.0
3456,Gladiator,457640427.0
3459,Human Traffic,4000000.0
3462,Breathless,19910002.0
3468,The Lords of Flatbush,4000000.0
3469,Mr. Mom,64783827.0
3471,Battlefield Earth,21400000.0
3472,Center Stage,17200925.0
3476,Hamlet,1568749.0
3486,Pee-wee's Big Adventure,40940662.0
3488,Roustabout,3000000.0
3493,Dinosaur,354248063.0
3495,Road Trip,119754278.0
3497,The Hollywood Knights,10000000.0
3498,The Myth Of Fingerprints,458815.0
3501,Mission: Impossible II,546388105.0
3502,Shanghai Noon,56932305.0
3507,The Gold Rush,2500000.0
3511,On Her Majesty's Secret Service,81974493.0
3513,The Spy Who Loved Me,185438673.0
3516,Moonraker,210308099.0
3517,The Man with the Golden Gun,97572000.0
3524,Big Momma's House,173959438.0
3527,American Gigolo,22743674.0
3532,The Guns of Navarone,28900000.0
3546,Romeo and Juliet,38901218.0
3547,Stay Tuned,10736401.0
3549,Blazing Saddles,119500000.0
3554,Eraserhead,7000000.0
3559,For a Few Dollars More,15000000.0
3560,Magnum Force,39768000.0
3563,Prizzi's Honor,26657534.0
3564,Flatliners,61489265.0
3566,Porky's,125728258.0
3567,Porky's II: The Next Day,33759266.0
3568,Porky's 3: Revenge,20518905.0
3575,Predator 2,57120318.0
3576,The Running Man,38122105.0
3577,Starman,28744356.0
3579,Alien Nation,32155047.0
3580,Mad Max,100000000.0
3581,Mad Max 2: The Road Warrior,24600832.0
3582,Mad Max Beyond Thunderdome,36230219.0
3584,Angel Heart,17185632.0
3585,Nine 1/2 Weeks,6735922.0
3586,Firestarter,17080167.0
3587,Sleepwalkers,30524763.0
3588,Action Jackson,20256975.0
3590,Soapdish,36489888.0
3595,Gone in Sixty Seconds,237202299.0
3597,Love's Labour's Lost,299792.0
3601,Hamlet,20710451.0
3603,American Pop,6000000.0
3606,One False Move,1543112.0
3607,Shaft,12121618.0
3608,The Conversation,4420000.0
3610,The Fury,24000000.0
3613,Serpico,29800000.0
3614,Ace in the Hole,1300000.0
3616,The Sugarland Express,12800000.0
3618,Big Trouble in Little China,11000000.0
3620,Battleship Potemkin,45100.0
3621,Boys and Girls,20627372.0
3622,Shaft,107196498.0
3623,Titan A.E.,36754634.0
3624,Butterfly,6000000.0
3629,Chicken Run,224834564.0
3630,"Me, Myself & Irene",149270999.0
3631,The Patriot,215294342.0
3632,The Adventures of Rocky & Bullwinkle,35134820.0
3633,The Perfect Storm,325756637.0
3636,Communion,1919653.0
3641,F/X,20603715.0
3643,The Hot Spot,1293976.0
3644,Missing in Action,22812411.0
3645,Missing in Action 2: The Beginning,10755447.0
3646,Braddock: Missing in Action III,6193901.0
3647,Thunderbolt and Lightfoot,21700000.0
3648,Dreamscape,12145169.0
3649,The Golden Voyage of Sinbad,11000000.0
3651,House Party,26386000.0
3659,Shaft in Africa,1458000.0
3660,Shaft's Big Score!,10000000.0
3662,The Kid,69700000.0
3663,Scary Movie,278019771.0
3664,But I'm a Cheerleader,2600000.0
3669,Footloose,80035402.0
3670,Duel in the Sun,20400000.0
3671,X-Men,296339527.0
3675,The In Crowd,5217498.0
3676,What Lies Beneath,155464351.0
3677,Pokémon: The Movie 2000,133949270.0
3685,Sinbad and the Eye of the Tiger,16000000.0
3687,What About Bob?,63710000.0
3690,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,18016290.0
3692,Love and Death,20173742.0
3698,Nutty Professor II: The Klumps,123307945.0
3702,Coyote Ugly,113916474.0
3703,Hollow Man,190213455.0
3704,Space Cowboys,128884132.0
3708,Saving Grace,26330482.0
3712,The Crush,13609396.0
3713,Kelly's Heroes,5200000.0
3714,Phantasm II,7282851.0
3717,Pumpkinhead,4385516.0
3718,Air America,33461269.0
3720,Steel Magnolias,95904091.0
3724,Silent Fall,3180674.0
3732,The Autumn Heart,11532.0
3738,About Adam,151559.0
3739,The Cell,104155843.0
3740,Godzilla 2000,10037390.0
3744,The Naked Gun: From the Files of Police Squad!,78756177.0
3745,The Naked Gun 2½: The Smell of Fear,86930411.0
3747,Shane,20000000.0
3749,Cat Ballou,20666667.0
3753,Supergirl,14296438.0
3755,The Art of War,30199105.0
3758,Bring It On,90449929.0
3765,Highlander: Endgame,15843608.0
3772,The Way of the Gun,19125401.0
3773,Almost Famous,47383689.0
3776,Crime + Punishment in Suburbia,26394.0
3780,Uninvited Guest,170832.0
3782,Under Suspicion,260562.0
3784,Urban Legends: Final Cut,38574362.0
3786,Dancer in the Dark,40031879.0
3790,The Broken Hearts Club: A Romantic Comedy,1744858.0
3792,Remember the Titans,136706683.0
3793,Hellraiser,14564027.0
3794,Hellbound: Hellraiser II,12090735.0
3795,Hellraiser III: Hell on Earth,12534961.0
3796,"Faraway, So Close!",810455.0
3802,Voyage to the Bottom of the Sea,7000000.0
3803,Fantastic Voyage,12000000.0
3806,Creature from the Black Lagoon,1300000.0
3821,Get Carter,19412993.0
3823,Meet the Parents,330444045.0
3824,Requiem for a Dream,7390108.0
3830,The Ladies Man,13700000.0
3836,Ghoulies,35000000.0
3842,Billy Elliot,110000000.0
3843,Bedazzled,90383208.0
3844,Pay It Forward,55707411.0
3849,The Little Vampire,13555988.0
3852,Charlie's Angels,264105545.0
3853,The Legend of Bagger Vance,39459427.0
3855,Men of Honor,48814909.0
3856,Red Planet,33463969.0
3859,Diamonds Are Forever,116019547.0
3861,The 6th Day,96085477.0
3862,Bounce,36779296.0
3863,How the Grinch Stole Christmas,345141403.0
3866,102 Dalmatians,183611771.0
3868,Quills,7060876.0
3869,Unbreakable,248118121.0
3871,"Crouching Tiger, Hidden Dragon",213525736.0
3872,Dungeons & Dragons,15185241.0
3874,Vertical Limit,215663859.0
3875,The Bounty,8613462.0
3876,Code of Silence,20345361.0
3877,"Planes, Trains and Automobiles",49230280.0
3880,The Living Daylights,191185897.0
3881,The Transformers: The Movie,5849647.0
3882,Wall Street,43848069.0
3883,Born on the Fourth of July,161001698.0
3884,Talk Radio,3468572.0
3885,Brewster's Millions,45833132.0
3886,Snatch,83557872.0
3887,Punchline,21032267.0
3889,Chocolat,152500343.0
3890,"Dude, Where’s My Car?",73180723.0
3891,The Emperor's New Groove,169327687.0
3893,What Women Want,374111707.0
3894,Finding Forrester,80049764.0
3895,The Gift,12008642.0
3896,Before Night Falls,8524534.0
3897,Cast Away,429632142.0
3899,The House of Mirth,5164404.0
3900,Miss Congeniality,212000000.0
3902,"O Brother, Where Art Thou?",71868327.0
3905,Dracula 2000,33000337.0
3908,Thirteen Days,34566746.0
3909,Traffic,207515725.0
3911,Shadow of the Vampire,8279017.0
3912,House of Games,2585639.0
3914,Annie,57059003.0
3915,Don't Tell Mom the Babysitter's Dead,25196249.0
3916,An Officer and a Gentleman,129795554.0
3917,The Alamo,7900000.0
3918,At Close Range,2347000.0
3922,Gettysburg,25000000.0
3926,Antitrust,18195610.0
3928,Save the Last Dance,91038276.0
3929,Panic,779137.0
3930,The Pledge,29400000.0
3935,The Man in the Moon,2853801.0
3937,Prelude to a Kiss,22697691.0
3941,Untamed Heart,18899204.0
3942,Sugar & Spice,13276953.0
3943,The Wedding Planner,94728529.0
3951,"Harry, He's Here To Help",3818452.0
3956,Barfly,3221568.0
3957,Best Seller,4278150.0
3958,Beverly Hills Cop II,299965036.0
3959,Beverly Hills Cop,316360478.0
3962,The Big Town,1700000.0
3965,Can't Buy Me Love,31623833.0
3966,Cherry 2000,14000.0
3971,Dead of Winter,2413427.0
3974,Disorderlies,10348437.0
3976,Eddie Murphy Raw,50504655.0
3977,Empire of the Sun,22238696.0
3978,Ernest Goes to Camp,23509382.0
3979,The Evil Dead,29400000.0
3985,Gardens of Stone,5262047.0
3988,"Good Morning, Babylon",183700.0
3992,Hot Pursuit,4215859.0
3993,Housekeeping,1083282.0
3994,Hunk,1749956.0
3995,Innerspace,25893810.0
3997,Ishtar,14375181.0
3998,Jaws: The Revenge,51881013.0
3999,Leonard Part 6,4916871.0
4000,Less Than Zero,12396383.0
4001,Like Father Like Son,34377585.0
4002,The Lost Boys,32222567.0
4004,Maid to Order,9868521.0
4006,Mannequin,42721196.0
4007,Masters of the Universe,17336370.0
4009,The Monster Squad,3769990.0
4014,North Shore,3832228.0
4015,Head Over Heels,10424470.0
4018,In the Mood for Love,12854953.0
4022,Hannibal,351692268.0
4023,Saving Silverman,19351569.0
4028,Recess: School's Out,44460850.0
4029,Sweet November,65754228.0
4032,Monkeybone,5409517.0
4033,3000 Miles to Graceland,18720175.0
4035,The Mexican,147845033.0
4039,"Me, You, Them",2070806.0
4041,15 Minutes,56359980.0
4043,Blow Dry,637769.0
4051,The Mirror Crack'd,11000000.0
4054,Reform School Girls,2510433.0
4055,Tapeheads,343786.0
4063,The Greatest Story Ever Told,15473333.0
4064,Elmer Gantry,10400000.0
4072,Battle Beyond the Stars,11000000.0
4073,Death Warrant,16853487.0
4074,Double Impact,30102717.0
4075,The End,45000000.0
4077,Harley Davidson and the Marlboro Man,7434726.0
4078,Losin' It,1246141.0
4079,Mermaids,35419397.0
4080,The Mighty Quinn,4557214.0
4083,Manhunter,8620929.0
4084,Reversal of Fortune,15445131.0
4085,Death on the Nile,14560084.0
4086,DeepStar Six,8143225.0
4088,Revenge of the Nerds II: Nerds in Paradise,22642033.0
4093,The Longest Yard,43008075.0
4095,C.H.U.D.,3412497.0
4096,Enemy at the Gates,96976270.0
4097,Exit Wounds,79958599.0
4099,Memento,39723096.0
4105,Spy Kids,147934180.0
4106,Tomcats,23430766.0
4107,The Tailor of Panama,28008462.0
4108,Amores perros,20908467.0
4111,Along Came a Spider,105178561.0
4112,Blow,83282296.0
4114,Pokémon: Spell of the Unknown,68411275.0
4116,Brigham City,852206.0
4119,Bridget Jones's Diary,281929795.0
4120,Joe Dirt,30987695.0
4124,Chopper,236185.0
4127,Crocodile Dundee in Los Angeles,39438674.0
4131,The Low Down,32395.0
4135,Scarface,65884703.0
4137,Driven,54744738.0
4140,Town & Country,10372291.0
4142,The Mummy Returns,433013274.0
4146,Cleopatra,71000000.0
4147,Krull,16519460.0
4152,The World According to Garp,29712172.0
4157,Frankie and Johnny,22773535.0
4158,A Home of Our Own,1703282.0
4162,For the Boys,23202444.0
4164,Norma Rae,22228000.0
4165,Summer Rental,24689703.0
4168,Love Story,136400000.0
4170,Rififi,460226.0
4171,A Knight's Tale,117487473.0
4175,Sordid Lives,1079726.0
4177,Angel Eyes,29700000.0
4178,Shrek,484409218.0
4180,Moulin Rouge!,179213434.0
4182,Pearl Harbor,449220945.0
4189,Love Potion No. 9,754935.0
4190,Postcards from the Edge,39071603.0
4193,City Slickers,179033791.0
4198,Mississippi Burning,34604000.0
4199,The Magnificent Seven,4905000.0
4201,Rio Bravo,5800000.0
4204,Suspect,18782400.0
4205,Throw Momma from the Train,57915972.0
4209,The Sand Pebbles,20000000.0
4210,Twelve O'Clock High,3225000.0
4212,The Animal,84772742.0
4214,Big Eden,512451.0
4215,Evolution,98376292.0
4216,Swordfish,147080413.0
4221,Catch-22,24911670.0
4223,Point Break,83531958.0
4225,Uncommon Valor,27900000.0
4226,Unlawful Entry,57138719.0
4230,Macabre,5000000.0
4233,Tootsie,177200000.0
4238,Atlantis: The Lost Empire,186053725.0
4239,Lara Croft: Tomb Raider,274703340.0
4240,Dr. Dolittle 2,176104344.0
4241,The Fast and the Furious,207283925.0
4242,A.I. Artificial Intelligence,235926552.0
4243,Baby Boy,29381649.0
4244,Crazy/Beautiful,16929123.0
4254,Wolves,5471376.0
4258,Cats & Dogs,93375151.0
4259,Kiss of the Dragon,64437847.0
4260,Scary Movie 2,141220678.0
4262,Baise-moi,940944.0
4268,The Cannonball Run,72179579.0
4269,Cannonball Run II,28078073.0
4270,Speed Zone,3077361.0
4273,Donovan's Reef,6600000.0
4275,House of Usher,1450000.0
4278,The Man Who Shot Liberty Valance,8000000.0
4281,Shadows and Fog,2735731.0
4282,Something Wild,8362969.0
4290,Things Are Tough All Over,21134374.0
4291,All That Heaven Allows,3100000.0
4300,The Misfits,8200000.0
4301,Moby Dick,10400000.0
4314,The Last Dragon,25754284.0
4315,Outland,17374595.0
4316,The Way of the Dragon,85000000.0
4318,Final Fantasy: The Spirits Within,85131830.0
4319,Legally Blonde,141774679.0
4320,The Score,71069884.0
4322,Bully,480811.0
4324,Made,5476060.0
4325,Michael Jordan to the Max,21268532.0
4328,Haunted Castle,13651656.0
4335,1969,5979011.0
4338,Above the Law,18869631.0
4339,The Adventures of Baron Munchausen,8083123.0
4340,Apartment Zero,670774.0
4341,Appointment with Death,960040.0
4343,Arthur 2: On the Rocks,14681192.0
4344,Bad Dreams,9797098.0
4345,Bat*21,3184348.0
4346,Beaches,57041866.0
4349,Big Top Pee-wee,15122000.0
4350,Biloxi Blues,51684798.0
4352,The Blob,8247943.0
4353,The Boost,784990.0
4356,Camille Claudel 1915,115860.0
4357,Casual Sex?,12277096.0
4358,Clean and Sober,8674093.0
4359,Cocktail,171504781.0
4360,Colors,46616067.0
4361,Coming to America,288752301.0
4364,Critters,13167232.0
4365,Critters 2,3813293.0
4367,Crossing Delancey,16262415.0
4368,D.O.A.,12706478.0
4371,Dirty Rotten Scoundrels,42039085.0
4373,"Elvira, Mistress of the Dark",5596267.0
4374,Ernest Saves Christmas,28202109.0
4376,Feds,3527636.0
4377,For Keeps,17514553.0
4378,Frantic,17637950.0
4381,The Great Outdoors,43455230.0
4383,High Spirits,7399763.0
4384,Hot to Trot,6436211.0
4390,The Lair of the White Worm,1189315.0
4391,The Land Before Time,84460846.0
4392,License to Drive,22433275.0
4398,My Stepmother is an Alien,13854000.0
4399,A Night in the Life of Jimmy Reardon,6264058.0
4400,Off Limits,7242035.0
4401,Bagdad Cafe,3587303.0
4402,Permanent Record,1893139.0
4403,Red Heat,34994648.0
4404,Return of the Living Dead Part II,9205924.0
4405,The Return of the Living Dead,14237000.0
4407,The Man from Snowy River,20659423.0
4408,Rocket Gibraltar,187349.0
4409,Running on Empty,2835116.0
4410,Salome's Last Dance,331000.0
4411,Salsa,8892589.0
4413,The Serpent and the Rainbow,19595031.0
4415,Shoot to Kill,29300000.0
4416,Short Circuit 2,21630088.0
4417,Short Circuit,40697761.0
4419,Stormy Monday,1791328.0
4420,Sunset,4594452.0
4421,Sweet Hearts Dance,3790493.0
4425,They Live,13008928.0
4427,Torch Song Trilogy,4865997.0
4430,Twins,216614388.0
4433,Waxwork,808114.0
4436,Always,74134790.0
4437,American Ninja,10499694.0
4440,Best of the Best 2,6500000.0
4441,The Big Picture,117463.0
4442,Bill & Ted's Excellent Adventure,40485039.0
4443,Black Rain,45892212.0
4444,Blaze,19131000.0
4445,Blind Fury,2692037.0
4448,Casualties of War,18671317.0
4451,Cyborg,10166459.0
4452,Dad,19738015.0
4453,Dead Bang,8125592.0
4456,The Dream Team,28890240.0
4458,Earth Girls Are Easy,3916303.0
4460,Eddie and the Cruisers,4786789.0
4461,Enemies: A Love Story,7754571.0
4464,Family Business,12195695.0
4465,Farewell to the King,2420917.0
4468,Gleaming the Cube,2777280.0
4473,Harlem Nights,60864870.0
4479,An Innocent Man,20047604.0
4482,Johnny Handsome,7237794.0
4484,K-9,78247647.0
4485,Kickboxer,14697005.0
4489,Leviathan,15704614.0
4490,Little Monsters,793775.0
4491,Lock Up,22099847.0
4492,Look Who's Talking,296000000.0
4493,Loverboy,3960327.0
4494,Major League,49797148.0
4497,Miracle Mile,1145404.0
4500,Next of Kin,15942628.0
4501,No Holds Barred,16093651.0
4508,Red Scorpion,4192440.0
4509,Jurassic Park III,368780809.0
4511,Brother,15250000.0
4514,Planet of the Apes,362211740.0
4516,Cure,99000.0
4517,Greenfingers,1443067.0
4518,Jackpot,43719.0
4520,Wet Hot American Summer,295206.0
4523,The Return of Swamp Thing,192816.0
4525,Road House,30050028.0
4528,Rude Awakening,3169719.0
4530,Scandal,8800000.0
4532,Sea of Love,110879513.0
4533,"See No Evil, Hear No Evil",46908987.0
4534,She's Out of Control,12065892.0
4536,Shocker,16554699.0
4539,Some Girls,401421.0
4540,Stepfather II: Make Room For Daddy,1519796.0
4544,Tango & Cash,63408614.0
4545,Tap,9114702.0
4546,Three Fugitives,40590000.0
4548,Turner & Hooch,71079915.0
4550,Uncle Buck,79258538.0
4551,Vampire's Kiss,725131.0
4554,The Wizard,14278900.0
4561,The Cotton Club,25928721.0
4565,Left Luggage,100544.0
4569,Orphans,49501.0
4570,Original Sin,35402320.0
4571,The Princess Diaries,165335153.0
4572,Rush Hour 2,347325802.0
4576,La Cage aux folles,20424259.0
4577,La Cage aux folles II,6950125.0
4580,Paint Your Wagon,31678778.0
4581,The Shootist,8091910.0
4584,Altered States,19853892.0
4585,Any Which Way You Can,70687344.0
4589,American Pie 2,287553595.0
4590,Osmosis Jones,13596911.0
4592,American Outlaws,13678913.0
4593,All Over the Guy,1051948.0
4596,Session 9,373967.0
4598,Captain Corelli's Mandolin,62112895.0
4599,Rat Race,85498534.0
4604,Jay and Silent Bob Strike Back,33788161.0
4605,Ghosts of Mars,14010832.0
4606,Summer Catch,19693891.0
4607,An American Rhapsody,850225.0
4608,Happy Accidents,688510.0
4613,Tortilla Soup,4574762.0
4614,Jeepers Creepers,59217789.0
4615,O,16017403.0
4616,Waking Up in Reno,261603.0
4623,Vamp,4790926.0
4626,The Musketeer,27053815.0
4627,Rock Star,16991902.0
4635,L.I.E.,1667192.0
4640,The Glass House,23619609.0
4641,Hardball,40222729.0
4643,Haiku Tunnel,251058.0
4644,Big Trouble,8493890.0
4645,Glitter,5271666.0
4646,Training Day,104876233.0
4652,Sidewalks of New York,2402459.0
4653,The Endurance: Shackleton's Legendary Antarctic Expedition,2452566.0
4654,The French Lieutenant's Woman,2689068.0
4666,The Grass Is Greener,6000000.0
4669,"It's a Mad, Mad, Mad, Mad World",60000000.0
4672,Operation Petticoat,6800000.0
4673,Play Misty for Me,10600000.0
4674,Pocketful of Miracles,5000000.0
4682,SpaceCamp,9697739.0
4684,Don't Say a Word,100020092.0
4685,Hearts in Atlantis,24185781.0
4686,Zoolander,60780981.0
4691,Joy Ride,36642838.0
4692,Max Keeble's Big Move,17292381.0
4693,Serendipity,77516304.0
4696,The Big Red One,7206220.0
4700,Brubaker,37121708.0
4703,The Changeling,12000000.0
4704,Cheech & Chong's Next Movie,41675194.0
4705,Coal Miner's Daughter,67182787.0
4714,Bandits,67631903.0
4715,Corky Romano,23978402.0
4716,Iron Monkey,14681661.0
4718,Mulholland Drive,20117339.0
4722,Bones,7316658.0
4725,Dirty Harry,35976000.0
4727,Fiddler on the Roof,83304330.0
4735,From Hell,74558115.0
4736,The Last Castle,27642707.0
4737,Riding in Cars with Boys,35743308.0
4743,Waking Life,3176880.0
4744,K-PAX,50315140.0
4748,Donnie Darko,1270522.0
4755,Domestic Disturbance,54249294.0
4756,"Monsters, Inc.",562816256.0
4757,The One,72700000.0
4758,Tape,490475.0
4760,Shallow Hal,141069860.0
4765,The Wash,10229331.0
4766,Harry Potter and the Philosopher's Stone,976475550.0
4768,Novocaine,2025238.0
4770,Out Cold,14782676.0
4771,Spy Game,143049560.0
4772,The Devil's Backbone,6459020.0
4782,Funny Girl,52223306.0
4785,The Beastmaster,14056528.0
4789,Subway,390659.0
4797,The Last Wave,1258000.0
4802,Dressed to Kill,31899000.0
4806,Fame,21202829.0
4809,The Final Countdown,16647800.0
4811,Flash Gordon,27107960.0
4815,The Enforcer,46236000.0
4816,An Eye for an Eye,7496681.0
4817,The Gauntlet,26414658.0
4820,Lone Wolf McQuade,12232628.0
4827,Sudden Impact,67642693.0
4828,Behind Enemy Lines,91753202.0
4833,Ocean's Eleven,450717150.0
4841,Moscow on the Hudson,25100000.0
4843,Amélie,173921954.0
4844,Not Another Teen Movie,66468332.0
4845,Vanilla Sky,203388341.0
4849,The Royal Tenenbaums,71441250.0
4855,Sheena,5778353.0
4856,Silent Rage,10500000.0
4857,Spacehunter: Adventures in the Forbidden Zone,16500000.0
4858,White Water Summer,300859.0
4859,How High,31155435.0
4860,Jimmy Neutron: Boy Genius,80936232.0
4863,The Lord of the Rings: The Fellowship of the Ring,871368364.0
4864,The Majestic,37317558.0
4865,A Beautiful Mind,313542341.0
4876,Sex and Zen,396003.0
4878,Witness for the Prosecution,9000000.0
4879,Ali,87713825.0
4880,Black Hawk Down,172989651.0
4881,Charlotte Gray,741394.0
4882,Yentl,30400000.0
4883,Gosford Park,87754044.0
4884,I Am Sam,92542418.0
4885,Monster's Ball,44909486.0
4890,Silent Trigger,76382.0
4896,Brotherhood of the Wolf,70752904.0
4897,Another 48 Hrs.,153518974.0
4900,The Umbrella Woman,1155000.0
4909,Dragonslayer,14110013.0
4910,Conan the Destroyer,100000000.0
4911,Fire and Ice,760883.0
4913,The Formula,8894289.0
4914,Foxes,4400000.0
4915,Galaxina,4865000.0
4919,48 Hrs.,78868508.0
4924,Brainstorm,10219460.0
4925,Dragon: The Bruce Lee Story,63513743.0
4930,M*A*S*H,81600000.0
4931,Mrs. Soffel,4385312.0
4933,One-Eyed Jacks,4300000.0
4934,The Count of Monte Cristo,75395048.0
4935,The Mothman Prophecies,55157539.0
4936,A Walk to Remember,41227069.0
4941,Metropolis,95789342.0
4946,Cousins,22030000.0
4947,Falling in Love,11129057.0
4949,Slackers,6413915.0
4958,Honky Tonk Freeway,939423.0
4961,Big Fat Liar,52970014.0
4962,Collateral Damage,78382433.0
4965,Baby's Day Out,16671505.0
4969,The Man Who Loved Women,11000000.0
4971,Rookie of the Year,53579269.0
4972,The Sandlot,32416586.0
4975,Crossroads,61141030.0
4976,Hart's War,32287044.0
4977,John Q,102244770.0
4978,Return to Never Land,109862682.0
4979,Super Troopers,18492362.0
4980,The Good Son,44456478.0
4994,Used Cars,11715321.0
4996,Dragonfly,52322400.0
4997,Queen of the Damned,45479110.0
5007,State Property,2106838.0
5008,The Bad News Bears,35323292.0
5010,The Bad News Bears in Breaking Training,19104350.0
5021,We Were Soldiers,114660784.0
5028,FernGully: The Last Rainforest,32710894.0
5030,Intersection,21355893.0
5033,A Troll in Central Park,71368.0
5038,Scarlet Street,2948386.0
5039,All About the Benjamins,25482931.0
5040,The Time Machine,123729176.0
5041,Full Frontal,2506446.0
5043,The Field,1494399.0
5044,Hidden Agenda,1030938.0
5047,Gloria,4059673.0
5049,Hangar 18,6000000.0
5052,Heaven's Gate,3484331.0
5053,Hero at Large,15934737.0
5066,The Long Riders,15795189.0
5078,The Octagon,18971000.0
5080,"Oh, God!",41687243.0
5084,Ice Age,383257136.0
5085,Resident Evil,102984862.0
5086,Showtime,77741732.0
5088,Kissing Jessica Stein,10013424.0
5091,Y Tu Mamá También,33616692.0
5092,All the Right Moves,17233166.0
5103,Taps,35856053.0
5107,Seems Like Old Times,43995918.0
5112,Smokey and the Bandit II,66132626.0
5113,Smokey and the Bandit,126737428.0
5114,Smokey and the Bandit Part 3,5678950.0
5116,Stir Crazy,101300000.0
5117,Sällskapsresan - eller finns det svenskt kaffe på grisfesten?,5010362.0
5120,Blade II,155010032.0
5130,Clockstoppers,38793283.0
5132,Panic Room,196397415.0
5133,The Rookie,75597042.0
5135,The Piano Teacher,9801375.0
5136,Teddy Bears' Picnic,28149.0
5139,Very Annie Mary,46352.0
5144,Fraternity Vacation,3333306.0
5148,High Crimes,63781810.0
5149,National Lampoon’s Van Wilder,38275483.0
5157,Rashomon,96568.0
5158,Slap Shot,28000000.0
5159,Changing Lanes,94935764.0
5160,Frailty,13110448.0
5162,The Sweetest Thing,68696770.0
5163,The Cat's Meow,3646994.0
5164,Human Nature,705308.0
5165,My Big Fat Greek Wedding,368744044.0
5168,Breakout,16000000.0
5169,Joe Versus the Volcano,39404261.0
5177,The Watcher in the Woods,5000000.0
5178,Murder by Numbers,56714147.0
5179,The Scorpion King,165333180.0
5182,Enigma,15705007.0
5184,Joshua,1347988.0
5189,Jason X,16951798.0
5190,Life or Something Like It,16872671.0
5195,Salton Sea,676698.0
5197,Vulgar,14904.0
5198,The Aviator,1304192.0
5200,Cadillac Man,27575086.0
5203,Delirious,5546827.0
5206,Joe,19319254.0
5210,Thief of Hearts,10364904.0
5215,Spider-Man,821708551.0
5225,Rambling Rose,6266621.0
5227,White Fang,34793160.0
5230,Unfaithful,119137784.0
5232,Whore,1008404.0
5233,My Beautiful Laundrette,2451545.0
5243,About a Boy,129000000.0
5244,Star Wars: Episode II - Attack of the Clones,649398328.0
5245,The Believer,416925.0
5251,The Last Waltz,321952.0
5253,Enough,51801187.0
5254,Insomnia,113714830.0
5255,Spirit: Stallion of the Cimarron,122563539.0
5263,Monkey Business,2000000.0
5266,The Sum of All Fears,193000000.0
5267,Undercover Brother,41604473.0
5275,Rapid Fire,14356479.0
5280,Bad Company,65977295.0
5283,Atanarjuat: The Fast Runner,3786801.0
5284,The Bourne Identity,214034224.0
5285,Scooby-Doo,275650703.0
5286,Windtalkers,77628265.0
5301,Hombre,12000000.0
5303,The Manhattan Project,3900000.0
5306,She Wore a Yellow Ribbon,5400000.0
5307,Traces of Red,3206713.0
